,Unnamed: 0,Age,Married,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
876,876,47,No,,Yes,25.95,Yes,Fiber Optic,23.0,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.65,6889.8,1660.8
877,877,60,Yes,Offer A,No,,,Cable,56.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.95,3772.5,0.0
878,878,29,Yes,Offer E,No,,,DSL,29.0,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-4.0,24.8,0.0
879,879,68,No,,Yes,45.77,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,4370.25,2471.58
880,880,78,Yes,Offer B,Yes,5.93,No,DSL,19.0,Yes,No,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,72.6,4084.35,332.08
881,881,52,No,,Yes,26.16,No,,,,,,,,,,Two Year,No,Credit Card,20.9,689.35,810.96
882,882,42,Yes,,Yes,45.26,Yes,Cable,56.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,79.9,3326.2,1855.66
883,883,49,Yes,,Yes,19.8,No,Cable,17.0,Yes,No,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,67.5,1544.05,435.6
884,884,50,No,Offer C,Yes,13.69,No,Fiber Optic,12.0,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,91.25,2483.65,383.32
885,885,36,No,,Yes,47.43,No,,,,,,,,,,Two Year,No,Credit Card,20.45,1042.65,2418.93
886,886,69,Yes,Offer E,Yes,47.9,No,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.75,573.75,287.4
887,887,36,No,,Yes,10.41,No,DSL,17.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,45.7,45.7,10.41
888,888,64,Yes,Offer E,No,,,DSL,26.0,No,No,No,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,40.65,328.95,0.0
889,889,52,Yes,,Yes,44.73,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.5,79.05,178.92
890,890,50,No,Offer D,Yes,10.25,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.85,450.65,225.5
891,891,32,Yes,,Yes,46.87,No,Fiber Optic,11.0,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,95.65,6744.2,3234.03
892,892,54,Yes,Offer C,Yes,32.43,No,Cable,19.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.3,2404.15,1037.76
893,893,34,No,,Yes,37.59,Yes,Fiber Optic,8.0,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,92.4,2349.8,977.34
894,894,39,No,,No,,,DSL,6.0,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,1156.55,0.0
895,895,36,No,,No,,,DSL,18.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.75,66.95,0.0
896,896,50,Yes,,Yes,4.34,No,DSL,23.0,No,No,No,No,Yes,No,No,One Year,Yes,Credit Card,56.35,2391.15,186.62
897,897,36,No,,Yes,14.3,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.95,2254.2,371.8
898,898,73,Yes,Offer A,Yes,4.59,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,114.65,8333.95,330.48
899,899,41,Yes,,Yes,28.54,Yes,Fiber Optic,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.5,7752.05,1997.8
900,900,74,No,,Yes,3.84,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.45,76.45,3.84
901,901,28,No,Offer E,Yes,32.76,No,Fiber Optic,73.0,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,293.65,98.28
902,902,57,Yes,Offer D,Yes,25.79,Yes,Cable,12.0,Yes,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,94.4,1607.2,438.43
903,903,31,No,Offer A,Yes,23.43,No,,,,,,,,,,Two Year,Yes,Credit Card,20.8,1521.2,1686.96
904,904,57,Yes,Offer A,Yes,9.44,Yes,Fiber Optic,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8078.1,670.24
905,905,50,Yes,,Yes,9.67,No,Cable,22.0,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,50.05,179.35,38.68
906,906,59,Yes,,Yes,39.76,No,DSL,76.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-9.0,4663.4,2385.6
907,907,46,No,Offer D,Yes,49.5,Yes,Fiber Optic,19.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,81.0,818.05,495.0
908,908,48,Yes,,No,,,DSL,22.0,No,No,No,Yes,No,No,No,One Year,No,Credit Card,30.25,368.85,0.0
909,909,40,Yes,,Yes,28.47,No,Fiber Optic,5.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.5,294.2,113.88
910,910,23,Yes,Offer C,Yes,46.54,Yes,DSL,85.0,Yes,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,64.35,1558.65,1116.96
911,911,53,No,,No,,,DSL,18.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.9,59.05,0.0
912,912,29,No,,Yes,4.48,Yes,Cable,51.0,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.25,3941.7,201.6
913,913,28,Yes,,Yes,18.05,Yes,Fiber Optic,51.0,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,84.25,1968.1,415.15
914,914,42,No,,Yes,5.68,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.5,7069.25,363.52
915,915,21,Yes,,Yes,19.16,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.25,5508.35,1072.96
916,916,32,No,,Yes,10.9,No,,,,,,,,,,One Year,Yes,Credit Card,19.35,433.75,218.0
917,917,43,No,Offer B,Yes,19.04,No,Fiber Optic,21.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,102.5,4904.25,913.92
918,918,48,No,Offer E,Yes,30.58,No,,,,,,,,,,One Year,No,Credit Card,19.5,128.6,214.06
919,919,54,No,,Yes,42.93,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81.0,4085.75,2189.43
920,920,25,No,Offer A,Yes,12.19,Yes,Fiber Optic,42.0,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,7250.15,853.3
921,921,32,No,,Yes,41.37,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.55,166.3,82.74
922,922,42,Yes,Offer B,Yes,19.02,Yes,Fiber Optic,17.0,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.85,5275.8,893.94
923,923,49,No,Offer E,Yes,19.98,No,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,19.98
924,924,62,No,Offer E,Yes,24.05,No,Fiber Optic,27.0,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,-5.0,178.7,48.1
925,925,75,No,Offer E,Yes,8.91,No,Fiber Optic,27.0,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,53.46
926,926,24,No,,Yes,15.29,Yes,Fiber Optic,48.0,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,79.2,4765.0,917.4
927,927,48,No,,Yes,36.59,No,DSL,20.0,No,No,No,Yes,No,No,No,One Year,No,Credit Card,47.85,2356.75,1866.09
928,928,76,No,,No,,,DSL,18.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,2550.9,0.0
929,929,49,Yes,Offer D,Yes,32.47,No,,,,,,,,,,One Year,No,Credit Card,19.9,357.7,616.93
930,930,35,No,,Yes,34.79,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.1,19.1,34.79
931,931,67,Yes,,Yes,17.36,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,17.36
932,932,40,Yes,Offer A,Yes,26.56,Yes,Fiber Optic,7.0,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,1885.76
933,933,33,Yes,Offer B,Yes,45.21,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,7245.9,2938.65
934,934,29,No,Offer E,Yes,45.67,No,DSL,71.0,No,No,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,60.9,414.1,274.02
935,935,35,No,Offer D,Yes,5.74,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.7,342.4,91.84
936,936,32,Yes,Offer D,Yes,42.0,No,DSL,14.0,No,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,65.9,660.05,420.0
937,937,62,No,,Yes,31.97,Yes,Fiber Optic,2.0,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2723.15,959.1
938,938,56,No,Offer E,Yes,6.47,No,DSL,21.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,12.94
939,939,40,No,,Yes,39.13,Yes,Fiber Optic,20.0,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.55,500.1,195.65
940,940,26,Yes,Offer D,Yes,46.88,No,Cable,73.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,51.25,612.1,562.56
941,941,22,Yes,,Yes,28.06,Yes,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.2,1798.9,2020.32
942,942,39,Yes,,Yes,10.87,Yes,DSL,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.9,6110.75,782.64
943,943,53,Yes,,Yes,41.88,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,6937.95,2722.2
944,944,73,Yes,,Yes,37.15,No,DSL,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.2,943.85,445.8
945,945,22,No,,Yes,40.03,No,DSL,52.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,51.0,286.8,200.15
946,946,48,Yes,Offer B,No,,,Cable,8.0,Yes,No,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,48.15,2032.3,0.0
947,947,48,Yes,,Yes,19.64,Yes,,,,,,,,,,Two Year,No,Credit Card,24.1,1734.65,1414.08
948,948,33,Yes,Offer E,Yes,15.74,Yes,Fiber Optic,28.0,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,413.25,78.7
949,949,22,No,,Yes,17.98,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.05,786.3,179.8
950,950,54,No,,Yes,21.12,No,Fiber Optic,7.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.15,488.65,147.84
951,951,36,No,Offer C,Yes,2.87,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,95.0,2852.4,86.1
952,952,23,Yes,,Yes,46.71,No,Cable,41.0,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,65.65,3047.15,2148.66
953,953,76,No,,Yes,22.86,Yes,Fiber Optic,24.0,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,108.95,7111.3,1463.04
954,954,63,Yes,,Yes,14.46,No,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,7726.35,1041.12
955,955,32,No,,Yes,27.7,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.15,77.15,27.7
956,956,25,Yes,Offer A,Yes,35.01,Yes,DSL,59.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.85,5234.95,2310.66
957,957,59,No,,Yes,23.89,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,94.0,773.65,191.12
958,958,48,Yes,Offer A,Yes,15.71,Yes,DSL,57.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.3,6287.3,1115.41
959,959,62,Yes,,Yes,48.29,Yes,DSL,23.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,56.6,2379.1,1931.6
960,960,44,Yes,,Yes,36.45,Yes,,,,,,,,,,One Year,Yes,Credit Card,24.5,1497.9,2114.1
961,961,51,Yes,Offer D,Yes,19.63,No,DSL,12.0,Yes,No,No,Yes,No,No,No,One Year,No,Bank Withdrawal,54.15,701.05,255.19
962,962,42,No,,Yes,18.97,Yes,Fiber Optic,3.0,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.6,5069.65,929.53
963,963,21,Yes,,Yes,37.57,Yes,,,,,,,,,,Two Year,Yes,Credit Card,24.65,1171.3,1690.65
964,964,28,No,Offer C,Yes,31.53,No,,,,,,,,,,One Year,Yes,Credit Card,20.65,595.5,819.78
965,965,26,No,Offer A,Yes,44.46,Yes,DSL,48.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.6,6201.95,3201.12
966,966,45,No,Offer C,Yes,17.26,Yes,Fiber Optic,19.0,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,2936.25,517.8
967,967,37,Yes,,Yes,45.95,No,Cable,10.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,3846.35,2113.7
968,968,76,Yes,Offer C,Yes,43.51,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,1392.32
969,969,19,No,,Yes,13.16,Yes,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.45,3327.05,394.8
970,970,51,No,Offer E,Yes,30.79,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.4,94.5,123.16
971,971,55,Yes,Offer C,Yes,26.8,No,Fiber Optic,17.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.25,2964.05,884.4
972,972,39,Yes,,Yes,25.33,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.2,239.0,303.96
973,973,30,No,,Yes,46.88,Yes,Fiber Optic,59.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.9,357.75,234.4
974,974,41,Yes,,Yes,16.61,No,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,80.85,1400.85,282.37
975,975,56,Yes,Offer B,Yes,20.65,Yes,DSL,25.0,Yes,No,No,No,No,No,No,One Year,No,Credit Card,-7.0,2386.85,867.3
976,976,19,Yes,,Yes,28.42,Yes,DSL,41.0,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,52.15,2583.75,1392.58
977,977,53,No,,No,,,DSL,9.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.25,35.25,0.0
978,978,48,No,,Yes,32.0,No,Cable,23.0,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,75.55,2680.15,1152.0
979,979,35,Yes,,No,,,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,50.2,2554.0,0.0
980,980,44,No,Offer B,Yes,10.83,No,,,,,,,,,,Two Year,Yes,Credit Card,20.5,1035.7,584.82
981,981,22,No,,Yes,7.86,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.95,219.5,78.6
982,982,31,Yes,,Yes,2.82,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.15,973.35,138.18
983,983,52,No,,Yes,20.3,Yes,DSL,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.65,5330.2,1380.4
984,984,23,No,,Yes,13.86,No,Fiber Optic,76.0,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.25,639.65,124.74
985,985,32,No,,Yes,32.91,No,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,78.75,426.35,164.55
986,986,75,No,,Yes,2.63,Yes,Fiber Optic,13.0,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.4,1183.05,28.93
987,987,53,Yes,,No,,,DSL,30.0,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,53.15,1930.9,0.0
988,988,52,No,,Yes,11.73,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91.2,3382.3,434.01
989,989,35,No,,Yes,13.04,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,74.75,1129.35,208.64
990,990,38,No,,Yes,47.61,No,DSL,12.0,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.5,829.3,523.71
991,991,47,No,Offer B,Yes,27.75,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,-3.0,6631.85,1803.75
992,992,30,Yes,Offer B,Yes,18.88,No,Fiber Optic,48.0,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,80.3,4896.35,1189.44
993,993,73,Yes,,Yes,26.95,No,Fiber Optic,26.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.55,3309.25,1266.65
994,994,24,Yes,,Yes,33.61,Yes,,,,,,,,,,Two Year,No,Bank Withdrawal,24.45,1730.65,2386.31
995,995,35,No,,Yes,18.1,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,75.45,480.75,126.7
996,996,61,No,Offer C,Yes,35.97,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.55,654.55,1151.04
997,997,57,Yes,,Yes,21.14,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.55,608.5,634.2
998,998,70,Yes,Offer E,Yes,32.31,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.6,279.55,96.93
999,999,56,Yes,,Yes,26.17,Yes,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.0,269.65,314.04
1000,1000,73,No,,No,,,DSL,18.0,Yes,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,1500.25,0.0
1001,1001,74,No,,Yes,28.54,Yes,Fiber Optic,24.0,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,103.75,4188.4,1141.6
1002,1002,30,Yes,,Yes,22.33,Yes,Cable,71.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.1,6310.9,1585.43
1003,1003,80,Yes,,No,,,Cable,18.0,Yes,No,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,40.05,880.2,0.0
1004,1004,43,No,,Yes,49.45,No,Fiber Optic,19.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.4,2406.1,1631.85
1005,1005,48,Yes,Offer B,Yes,19.22,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,6157.6,1153.2
1006,1006,42,Yes,,Yes,12.6,No,Fiber Optic,26.0,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.4,4303.65,529.2
1007,1007,45,Yes,,Yes,9.23,No,Fiber Optic,25.0,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.15,465.05,46.15
1008,1008,36,No,Offer C,Yes,44.11,No,DSL,8.0,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,49.15,1237.3,1146.86
1009,1009,37,Yes,,Yes,43.24,No,DSL,28.0,Yes,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,60.5,3694.45,2594.4
1010,1010,26,Yes,,Yes,15.41,Yes,DSL,46.0,Yes,No,No,Yes,Yes,No,No,One Year,Yes,Credit Card,72.8,2333.05,493.12
1011,1011,60,No,,Yes,12.19,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,-2.0,1993.8,268.18
1012,1012,31,Yes,Offer A,Yes,8.51,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,90.45,6565.85,612.72
1013,1013,53,No,,Yes,33.14,Yes,DSL,17.0,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,59.2,1191.2,662.8
1014,1014,60,No,Offer A,Yes,44.57,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.95,7795.95,3119.9
1015,1015,56,Yes,Offer A,Yes,5.81,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8289.2,418.32
1016,1016,35,Yes,Offer D,Yes,49.36,No,,,,,,,,,,One Year,Yes,Credit Card,19.5,239.75,740.4
1017,1017,60,Yes,Offer A,Yes,18.29,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,No,No,No,One Year,No,Bank Withdrawal,89.55,6038.55,1225.43
1018,1018,62,No,Offer D,Yes,44.96,Yes,Fiber Optic,29.0,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.05,1345.65,764.32
1019,1019,35,No,Offer D,Yes,37.36,Yes,Fiber Optic,28.0,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,973.25,373.6
1020,1020,47,No,,No,,,Cable,28.0,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,39.5,1082.75,0.0
1021,1021,21,Yes,Offer B,Yes,18.42,Yes,Fiber Optic,47.0,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,95.15,5000.05,939.42
1022,1022,49,Yes,Offer B,Yes,30.31,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.55,1007.9,1606.43
1023,1023,60,Yes,,Yes,32.43,No,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,129.72
1024,1024,63,Yes,,Yes,47.48,Yes,Fiber Optic,20.0,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.15,4730.9,2136.6
1025,1025,43,Yes,,Yes,35.62,Yes,,,,,,,,,,Two Year,No,Bank Withdrawal,25.1,1857.85,2564.64
1026,1026,29,Yes,,Yes,47.76,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1451.6,811.92
1027,1027,47,No,Offer D,No,,,DSL,4.0,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,771.95,0.0
1028,1028,56,Yes,,Yes,34.84,Yes,,,,,,,,,,Two Year,Yes,Credit Card,24.2,1445.2,2125.24
1029,1029,61,Yes,,Yes,23.02,Yes,Cable,21.0,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,59.8,3246.45,1243.08
1030,1030,33,No,,Yes,1.22,No,DSL,10.0,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.8,1679.65,30.5
1031,1031,26,Yes,Offer E,Yes,23.06,No,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,23.06
1032,1032,68,Yes,Offer C,Yes,2.17,Yes,Fiber Optic,11.0,No,No,Yes,No,No,No,No,Two Year,No,Mailed Check,79.3,2570.0,69.44
1033,1033,26,Yes,,Yes,21.29,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.6,8337.45,1532.88
1034,1034,76,Yes,Offer D,Yes,1.47,No,Fiber Optic,5.0,No,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,19.11
1035,1035,38,Yes,Offer A,Yes,19.9,Yes,DSL,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.3,6388.65,1412.9
1036,1036,42,No,Offer E,Yes,43.8,Yes,Fiber Optic,5.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,536.4,262.8
1037,1037,24,Yes,Offer C,Yes,15.94,No,DSL,53.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,2369.3,478.2
1038,1038,39,Yes,,Yes,42.55,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,72.1,5016.65,3063.6
1039,1039,30,No,Offer B,Yes,42.4,Yes,Fiber Optic,71.0,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,6521.9,2586.4
1040,1040,56,Yes,Offer B,Yes,4.45,No,DSL,57.0,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card,70.1,3238.4,213.6
1041,1041,45,Yes,,Yes,1.87,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.45,1297.35,115.94
1042,1042,57,Yes,Offer B,Yes,2.83,Yes,Fiber Optic,19.0,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.75,5969.95,169.8
1043,1043,63,Yes,Offer C,Yes,21.43,Yes,DSL,56.0,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,78.6,1846.65,514.32
1044,1044,38,No,,Yes,16.26,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.3,470.6,373.98
1045,1045,40,Yes,Offer B,Yes,24.71,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,Yes,Yes,One Year,No,Bank Withdrawal,94.4,4295.35,1087.24
1046,1046,20,Yes,,Yes,45.66,Yes,DSL,47.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.95,6652.45,3287.52
